Entry Time,Exit Time,Gross,Lane,Lot,Rate,Ticket,Transaction Number
1/5/2011 12:38,1/5/2011 13:16,$2.00 ,26,7,4,4240,536
1/5/2011 12:38,1/5/2011 13:47,$3.00 ,21,8,3,8267,177
1/5/2011 12:38,1/5/2011 14:27,$4.00 ,28,5,5,24624,68
1/5/2011 12:38,1/5/2011 15:09,$5.00 ,27,2,6,6496,420
1/5/2011 12:39,1/5/2011 13:08,$1.00 ,26,7,4,4241,533
1/5/2011 12:39,1/5/2011 16:43,$6.00 ,23,4,1,76118,596
1/5/2011 12:40,1/5/2011 13:55,$3.00 ,21,8,3,8268,179
1/5/2011 12:40,1/5/2011 16:00,$6.00 ,43,15,1,68047,16082
1/5/2011 12:41,1/5/2011 13:10,$1.00 ,24,6,2,38344,481
1/5/2011 12:41,1/5/2011 15:41,$6.00 ,20,8,3,43455,173
1/5/2011 12:41,1/5/2011 15:49,$7.00 ,11,7,4,4242,402
1/5/2011 12:41,1/5/2011 22:54,$9.00 ,20,8,3,8269,293
1/5/2011 12:42,1/5/2011 14:19,$4.00 ,11,7,4,38849,371
1/5/2011 12:42,1/5/2011 14:21,$4.00 ,11,7,4,38849,372
1/5/2011 12:42,1/5/2011 16:02,$7.00 ,25,7,4,38850,274
1/5/2011 12:43,1/5/2011 12:57,$1.00 ,40,21,2,3166,41
1/5/2011 12:43,1/5/2011 13:12,$1.00 ,26,7,4,32407,534
1/5/2011 12:43,1/5/2011 14:08,$1.00 ,23,4,1,76119,530
1/5/2011 12:43,1/5/2011 14:10,$1.00 ,23,4,1,76120,532
1/5/2011 12:43,1/5/2011 14:12,$1.00 ,22,4,1,76121,398
1/5/2011 12:44,1/5/2011 12:53,$1.00 ,26,7,4,4243,525
1/5/2011 12:44,1/5/2011 12:55,$1.00 ,26,7,4,32408,527
1/5/2011 12:44,1/5/2011 13:31,$0.00 ,22,4,1,76122,377
1/5/2011 12:44,1/5/2011 13:46,$2.00 ,24,6,2,38345,495
1/5/2011 12:44,1/5/2011 17:07,$9.00 ,27,2,6,6497,453
1/5/2011 12:45,1/5/2011 15:07,$3.00 ,23,4,1,76123,562
1/5/2011 12:45,1/5/2011 16:39,$8.00 ,26,7,4,32410,621
1/5/2011 12:45,1/5/2011 17:05,$9.00 ,11,7,4,32409,424
1/5/2011 12:45,1/5/2011 17:10,$9.00 ,11,7,4,32411,427
1/5/2011 12:45,1/5/2011 22:17,$10.00 ,35,5,5,89950,16568
1/5/2011 12:46,1/5/2011 13:09,$1.00 ,43,15,1,68050,16070
1/5/2011 12:46,1/5/2011 13:17,$1.00 ,25,7,4,32412,237
1/5/2011 12:46,1/5/2011 15:06,$5.00 ,27,2,6,6498,418
1/5/2011 12:47,1/5/2011 12:55,$1.00 ,25,7,4,4244,231
1/5/2011 12:47,1/5/2011 13:33,$2.00 ,26,7,4,32413,544
1/5/2011 12:47,1/5/2011 13:44,$0.00 ,23,4,1,76124,515
1/5/2011 12:47,1/5/2011 14:13,$3.00 ,26,7,4,32414,554
1/5/2011 12:47,1/5/2011 14:35,$4.00 ,21,8,3,43456,192
1/5/2011 12:47,1/5/2011 16:34,$6.00 ,22,4,1,76125,438
1/5/2011 12:48,1/5/2011 13:50,$2.00 ,28,5,5,24625,65
1/5/2011 12:48,1/5/2011 14:40,$2.00 ,23,4,1,76126,552
1/5/2011 12:49,1/5/2011 12:59,$0.00 ,23,4,1,76127,488
1/5/2011 12:49,1/5/2011 14:03,$1.00 ,23,4,1,76128,526
1/5/2011 12:50,1/5/2011 14:04,$3.00 ,21,8,3,25204,183
1/5/2011 12:51,1/5/2011 13:17,$1.00 ,26,7,4,32416,537
1/5/2011 12:51,1/5/2011 14:15,$3.00 ,24,6,2,20225,511
1/5/2011 12:51,1/5/2011 14:35,$4.00 ,27,2,6,6499,408
1/5/2011 12:51,1/5/2011 14:40,$2.00 ,22,4,1,76129,415
1/5/2011 12:51,1/5/2011 14:50,$4.00 ,26,7,4,32415,568
1/5/2011 12:51,1/5/2011 15:14,$5.00 ,24,6,2,20224,535
1/5/2011 12:52,1/5/2011 13:10,$1.00 ,25,7,4,32418,234
1/5/2011 12:52,1/5/2011 13:32,$2.00 ,26,7,4,32417,541
1/5/2011 12:52,1/5/2011 15:01,$5.00 ,24,6,2,20226,528
1/5/2011 12:52,1/5/2011 15:26,$5.00 ,27,2,6,6500,424
1/5/2011 12:52,1/5/2011 15:54,$4.00 ,23,4,1,76130,575
1/5/2011 12:53,1/5/2011 13:59,$3.00 ,11,7,4,4245,368
1/5/2011 12:53,1/5/2011 14:22,$3.00 ,27,2,6,6501,404
1/5/2011 12:53,1/5/2011 14:32,$4.00 ,26,7,4,32419,564
1/5/2011 12:53,1/5/2011 16:58,$8.00 ,28,5,5,89951,70
1/5/2011 12:54,1/5/2011 13:08,$1.00 ,26,7,4,38851,532
1/5/2011 12:54,1/5/2011 15:07,$5.00 ,21,8,3,25205,195
1/5/2011 12:55,1/5/2011 13:17,$0.00 ,23,4,1,76133,501
1/5/2011 12:55,1/5/2011 13:37,$0.00 ,23,4,1,76134,512
1/5/2011 12:55,1/5/2011 14:14,$1.00 ,23,4,1,76131,536
1/5/2011 12:55,1/5/2011 14:17,$3.00 ,24,6,2,20227,512
1/5/2011 12:55,1/5/2011 14:24,$3.00 ,28,5,5,24626,67
1/5/2011 12:55,1/5/2011 14:34,$2.00 ,22,4,1,76132,411
1/5/2011 12:55,1/5/2011 15:28,$5.00 ,26,7,4,32420,580
1/5/2011 12:56,1/5/2011 13:35,$0.00 ,22,4,1,76136,378
1/5/2011 12:56,1/5/2011 13:50,$0.00 ,22,4,1,76135,384
1/5/2011 12:56,1/5/2011 15:56,$6.00 ,25,7,4,32421,273
1/5/2011 12:56,1/5/2011 17:29,$9.00 ,24,6,2,20228,583
1/5/2011 12:57,1/5/2011 13:33,$2.00 ,26,7,4,32422,543
1/5/2011 12:57,1/5/2011 14:13,$3.00 ,21,8,3,25206,187
1/5/2011 12:57,1/5/2011 14:30,$1.00 ,22,4,1,76137,409
1/5/2011 12:57,1/5/2011 14:44,$4.00 ,24,6,2,38346,520
1/5/2011 12:57,1/5/2011 15:01,$4.00 ,11,7,4,4246,392
1/5/2011 12:58,1/5/2011 13:11,$1.00 ,25,7,4,38852,235
1/5/2011 12:58,1/5/2011 13:38,$2.00 ,26,7,4,32423,545
1/5/2011 12:59,1/5/2011 13:56,$2.00 ,40,21,2,3167,43
1/5/2011 12:59,1/5/2011 14:32,$3.00 ,27,2,6,6502,407
1/5/2011 13:00,1/5/2011 13:54,$0.00 ,22,4,1,76138,388
1/5/2011 13:00,1/5/2011 16:18,$7.00 ,27,2,6,6503,443
1/5/2011 13:01,1/5/2011 14:39,$4.00 ,46,17,2,7576,124
1/5/2011 13:01,1/5/2011 15:05,$4.00 ,27,2,6,6504,417
1/5/2011 13:01,1/5/2011 16:26,$7.00 ,20,8,3,8271,194
1/5/2011 13:01,1/5/2011 16:36,$5.00 ,23,4,1,76139,594
1/5/2011 13:02,1/5/2011 14:10,$3.00 ,46,17,2,7577,121
1/5/2011 13:02,1/5/2011 15:56,$6.00 ,27,2,6,6505,438
1/5/2011 13:03,1/5/2011 14:17,$3.00 ,24,6,2,38347,513
1/5/2011 13:04,1/5/2011 13:21,$1.00 ,46,17,2,7578,117
1/5/2011 13:04,1/5/2011 13:30,$1.00 ,26,7,4,32424,540
1/5/2011 13:04,1/5/2011 13:58,$2.00 ,27,2,6,6506,400
1/5/2011 13:04,1/5/2011 14:20,$1.00 ,22,4,1,76140,402
1/5/2011 13:04,1/5/2011 17:17,$9.00 ,11,7,4,4248,431
1/5/2011 13:05,1/5/2011 13:30,$0.00 ,23,4,1,76142,509
1/5/2011 13:05,1/5/2011 13:40,$1.00 ,27,2,6,6507,394
1/5/2011 13:05,1/5/2011 13:46,$0.00 ,23,4,1,76141,516
1/5/2011 13:06,1/5/2011 13:41,$1.00 ,24,6,2,38348,493
1/5/2011 13:06,1/5/2011 13:50,$2.00 ,27,2,6,6508,397
1/5/2011 13:06,1/5/2011 14:30,$1.00 ,23,4,1,76143,544
1/5/2011 13:07,1/5/2011 13:15,$1.00 ,26,7,4,32426,535
1/5/2011 13:07,1/5/2011 13:45,$2.00 ,25,7,4,38854,245
1/5/2011 13:07,1/5/2011 15:16,$5.00 ,26,7,4,38853,578
1/5/2011 13:07,1/5/2011 15:46,$6.00 ,26,7,4,32425,587
1/5/2011 13:07,1/5/2011 16:29,$7.00 ,46,17,2,15084,130
1/5/2011 13:08,1/5/2011 13:30,$0.00 ,22,4,1,76145,376
1/5/2011 13:08,1/5/2011 14:40,$1.00 ,23,4,1,76146,551
1/5/2011 13:08,1/5/2011 15:50,$6.00 ,27,2,6,6509,432
1/5/2011 13:08,1/5/2011 16:51,$6.00 ,23,4,1,76144,600
1/5/2011 13:09,1/5/2011 14:03,$2.00 ,43,15,1,68055,16076
1/5/2011 13:09,1/5/2011 14:56,$4.00 ,26,7,4,32428,573
1/5/2011 13:09,1/5/2011 15:07,$4.00 ,26,7,4,32427,576
1/5/2011 13:10,1/5/2011 13:44,$1.00 ,24,6,2,20230,494
1/5/2011 13:10,1/5/2011 14:37,$1.00 ,22,4,1,76147,413
1/5/2011 13:10,1/5/2011 14:41,$1.00 ,23,4,1,76148,553
1/5/2011 13:11,1/5/2011 13:19,$1.00 ,25,7,4,38855,238
1/5/2011 13:11,1/5/2011 14:09,$2.00 ,25,7,4,32429,247
1/5/2011 13:11,1/5/2011 14:11,$0.00 ,22,4,1,76149,397
1/5/2011 13:11,1/5/2011 14:49,$4.00 ,11,7,4,4249,390
1/5/2011 13:12,1/5/2011 13:16,$0.00 ,25,7,4,38856,236
1/5/2011 13:12,1/5/2011 13:25,$1.00 ,26,7,4,32430,539
1/5/2011 13:13,1/5/2011 14:48,$3.00 ,11,7,4,38857,389
1/5/2011 13:13,1/5/2011 14:55,$4.00 ,24,6,2,20232,525
1/5/2011 13:13,1/5/2011 18:16,$10.00 ,24,6,2,20231,590
1/5/2011 13:14,1/5/2011 15:09,$4.00 ,24,6,2,20233,530
1/5/2011 13:15,1/5/2011 13:49,$1.00 ,11,7,4,4250,365
1/5/2011 13:15,1/5/2011 13:56,$0.00 ,23,4,1,76151,520
1/5/2011 13:15,1/5/2011 14:00,$0.00 ,23,4,1,76150,522
1/5/2011 13:15,1/5/2011 14:50,$1.00 ,23,4,1,76152,556
1/5/2011 13:16,1/5/2011 14:36,$1.00 ,22,4,1,76153,412
1/5/2011 13:16,1/5/2011 14:38,$1.00 ,23,4,1,76154,549
1/5/2011 13:16,1/5/2011 16:59,$6.00 ,44,15,1,68056,37244
1/5/2011 13:16,1/5/2011 17:04,$6.00 ,43,15,1,68057,16089
1/5/2011 13:17,1/5/2011 13:52,$1.00 ,24,6,2,20234,502
1/5/2011 13:17,1/5/2011 15:05,$2.00 ,23,4,1,76155,561
1/5/2011 13:17,1/5/2011 18:40,$9.00 ,20,8,3,8272,212
1/5/2011 13:18,1/5/2011 14:13,$2.00 ,21,8,3,43457,188
1/5/2011 13:18,1/5/2011 16:54,$6.00 ,23,4,1,76156,601
1/5/2011 13:18,1/5/2011 17:08,$8.00 ,20,8,3,25207,199
1/5/2011 13:19,1/5/2011 13:46,$1.00 ,11,7,4,4252,363
1/5/2011 13:19,1/5/2011 15:03,$4.00 ,24,6,2,20235,529
1/5/2011 13:19,1/5/2011 15:16,$4.00 ,25,7,4,4251,260
1/5/2011 13:20,1/5/2011 13:52,$1.00 ,24,6,2,20236,501
1/5/2011 13:20,1/5/2011 15:02,$4.00 ,27,2,6,6510,415
1/5/2011 13:20,1/5/2011 16:51,$7.00 ,26,7,4,32431,627
1/5/2011 13:21,1/5/2011 13:50,$1.00 ,24,6,2,20237,499
1/5/2011 13:22,1/5/2011 13:32,$1.00 ,26,7,4,32432,542
1/5/2011 13:22,1/5/2011 13:56,$1.00 ,11,7,4,4253,367
1/5/2011 13:22,1/5/2011 14:50,$3.00 ,27,2,6,6511,411
1/5/2011 13:22,1/5/2011 15:31,$5.00 ,20,8,3,25208,172
1/5/2011 13:23,1/5/2011 14:33,$1.00 ,22,4,1,76157,410
1/5/2011 13:24,1/5/2011 14:26,$2.00 ,24,6,2,20238,516
1/5/2011 13:24,1/5/2011 14:50,$1.00 ,22,4,1,76158,420
1/5/2011 13:24,1/5/2011 14:58,$1.00 ,22,4,1,76159,422
1/5/2011 13:24,1/5/2011 16:52,$7.00 ,24,6,2,20239,564
1/5/2011 13:25,1/5/2011 13:50,$1.00 ,24,6,2,20240,498
1/5/2011 13:25,1/5/2011 14:10,$0.00 ,22,4,1,76161,395
1/5/2011 13:25,1/5/2011 14:39,$1.00 ,23,4,1,76160,550
1/5/2011 13:25,1/5/2011 15:12,$4.00 ,24,6,2,20241,533
1/5/2011 13:26,1/5/2011 14:34,$3.00 ,24,6,2,20242,517
1/5/2011 13:26,1/5/2011 14:52,$3.00 ,20,8,3,8274,163
1/5/2011 13:26,1/5/2011 15:54,$5.00 ,20,8,3,8273,180
1/5/2011 13:27,1/5/2011 13:31,$0.00 ,25,7,4,38858,244
1/5/2011 13:28,1/5/2011 13:30,$0.00 ,11,7,4,4254,360
1/5/2011 13:29,1/5/2011 14:09,$0.00 ,22,4,1,76163,394
1/5/2011 13:29,1/5/2011 14:47,$1.00 ,23,4,1,76162,555
1/5/2011 13:29,1/5/2011 15:23,$4.00 ,26,7,4,32434,579
1/5/2011 13:29,1/5/2011 16:33,$6.00 ,25,7,4,32433,279
1/5/2011 13:29,1/5/2011 17:16,$8.00 ,24,6,2,20243,574
1/5/2011 13:30,1/5/2011 14:21,$0.00 ,22,4,1,76164,403
1/5/2011 13:30,1/5/2011 14:28,$2.00 ,21,8,3,25209,190
1/5/2011 13:31,1/5/2011 14:10,$2.00 ,24,6,2,38349,509
1/5/2011 13:32,1/5/2011 14:15,$0.00 ,22,4,1,76167,400
1/5/2011 13:32,1/5/2011 14:23,$0.00 ,23,4,1,76165,541
1/5/2011 13:32,1/5/2011 14:53,$1.00 ,23,4,1,76166,558
1/5/2011 13:32,1/5/2011 16:59,$6.00 ,44,15,1,1069,37243
1/5/2011 13:33,1/5/2011 14:53,$3.00 ,25,7,4,32435,256
1/5/2011 13:33,1/5/2011 16:45,$7.00 ,11,7,4,4255,417
1/5/2011 13:33,1/5/2011 16:55,$7.00 ,24,6,2,20244,565
1/5/2011 13:33,1/5/2011 17:01,$6.00 ,43,15,1,68060,16084
1/5/2011 13:34,1/5/2011 13:56,$1.00 ,26,7,4,32436,549
1/5/2011 13:34,1/5/2011 14:39,$2.00 ,46,17,2,15085,125
1/5/2011 13:34,1/5/2011 15:07,$3.00 ,25,7,4,38859,258
1/5/2011 13:34,1/5/2011 16:02,$3.00 ,23,4,1,76168,578
1/5/2011 13:34,1/5/2011 17:03,$6.00 ,43,15,1,68061,16086
1/5/2011 13:35,1/5/2011 16:22,$6.00 ,24,6,2,38350,553
1/5/2011 13:35,1/5/2011 16:40,$6.00 ,21,8,3,25210,200
1/5/2011 13:35,1/5/2011 17:16,$8.00 ,11,7,4,4256,430
1/5/2011 13:37,1/5/2011 13:43,$1.00 ,11,7,4,4258,361
1/5/2011 13:37,1/5/2011 13:51,$0.00 ,22,4,1,76170,385
1/5/2011 13:37,1/5/2011 14:44,$3.00 ,11,7,4,4259,388
1/5/2011 13:37,1/5/2011 15:10,$3.00 ,24,6,2,38351,531
1/5/2011 13:37,1/5/2011 17:02,$6.00 ,43,15,1,1070,16085
1/5/2011 13:37,1/5/2011 17:15,$8.00 ,11,7,4,4257,429
1/5/2011 13:37,1/5/2011 21:27,$10.00 ,10,7,4,32437,88238
1/5/2011 13:38,1/5/2011 14:41,$2.00 ,11,7,4,4260,385
1/5/2011 13:38,1/5/2011 15:33,$4.00 ,24,6,2,38352,541
1/5/2011 13:38,1/5/2011 16:08,$5.00 ,27,2,6,6513,441
1/5/2011 13:38,1/5/2011 16:12,$5.00 ,20,8,3,25211,188
1/5/2011 13:39,1/5/2011 13:50,$1.00 ,26,7,4,32438,547
1/5/2011 13:39,1/5/2011 13:54,$1.00 ,11,7,4,4261,366
1/5/2011 13:39,1/5/2011 14:11,$0.00 ,23,4,1,76171,533
1/5/2011 13:39,1/5/2011 14:33,$0.00 ,23,4,1,76172,546
1/5/2011 13:40,1/5/2011 14:30,$2.00 ,11,7,4,4262,377
1/5/2011 13:40,1/5/2011 14:33,$2.00 ,21,8,3,8275,191
1/5/2011 13:40,1/5/2011 14:43,$0.00 ,23,4,1,76173,554
1/5/2011 13:41,1/5/2011 15:30,$4.00 ,20,8,3,25212,171
1/5/2011 13:41,1/5/2011 17:09,$6.00 ,43,15,1,68063,16091
1/5/2011 13:42,1/5/2011 14:41,$2.00 ,11,7,4,32439,386
1/5/2011 13:42,1/5/2011 14:56,$3.00 ,26,7,4,4263,572
1/5/2011 13:43,1/5/2011 14:39,$2.00 ,11,7,4,4264,383
1/5/2011 13:43,1/5/2011 17:14,$7.00 ,24,6,2,38353,573
1/5/2011 13:44,1/5/2011 14:52,$1.00 ,23,4,1,76175,557
1/5/2011 13:44,1/5/2011 15:16,$3.00 ,20,8,3,8276,167
1/5/2011 13:44,1/5/2011 16:09,$3.00 ,23,4,1,76177,580
1/5/2011 13:44,1/5/2011 16:13,$3.00 ,22,4,1,76176,433
1/5/2011 13:45,1/5/2011 14:23,$0.00 ,22,4,1,76178,406
1/5/2011 13:45,1/5/2011 14:26,$2.00 ,26,7,4,4265,560
1/5/2011 13:45,1/5/2011 14:29,$2.00 ,43,15,1,68066,16078
1/5/2011 13:45,1/5/2011 15:33,$4.00 ,27,2,6,6514,426
1/5/2011 13:45,1/5/2011 16:47,$6.00 ,24,6,2,20245,562
1/5/2011 13:46,1/5/2011 14:52,$3.00 ,26,7,4,4266,571
1/5/2011 13:46,1/5/2011 15:51,$4.00 ,27,2,6,6515,433
1/5/2011 13:46,1/5/2011 16:21,$5.00 ,20,8,3,25213,193
1/5/2011 13:47,1/5/2011 17:08,$7.00 ,11,7,4,4267,425
1/5/2011 13:48,1/5/2011 13:59,$1.00 ,24,6,2,20246,505
1/5/2011 13:48,1/5/2011 14:15,$1.00 ,25,7,4,32440,249
1/5/2011 13:48,1/5/2011 17:59,$9.00 ,28,5,5,89952,72
1/5/2011 13:49,1/5/2011 15:06,$3.00 ,46,17,2,15086,127
1/5/2011 13:49,1/5/2011 15:29,$4.00 ,20,8,3,25214,169
1/5/2011 13:49,1/5/2011 15:49,$2.00 ,22,4,1,76179,428
1/5/2011 13:49,1/5/2011 16:11,$5.00 ,27,2,6,6516,442
1/5/2011 13:50,1/5/2011 14:49,$0.00 ,22,4,1,76181,418
1/5/2011 13:50,1/5/2011 15:03,$1.00 ,22,4,1,76180,423
1/5/2011 13:51,1/5/2011 14:08,$1.00 ,26,7,4,32441,552
1/5/2011 13:51,1/5/2011 14:19,$0.00 ,22,4,1,76182,401
1/5/2011 13:51,1/5/2011 14:51,$2.00 ,26,7,4,32442,569
1/5/2011 13:51,1/5/2011 15:10,$3.00 ,27,2,6,6517,421
1/5/2011 13:51,1/5/2011 17:22,$7.00 ,27,2,6,6518,459
1/5/2011 13:52,1/5/2011 14:10,$0.00 ,22,4,1,76184,396
1/5/2011 13:52,1/5/2011 15:49,$4.00 ,20,8,3,25215,179
1/5/2011 13:52,1/5/2011 17:40,$6.00 ,23,4,1,76183,614
1/5/2011 13:53,1/5/2011 14:20,$1.00 ,26,7,4,32443,558
1/5/2011 13:53,1/5/2011 16:13,$3.00 ,23,4,1,76185,582
1/5/2011 13:54,1/5/2011 14:06,$1.00 ,26,7,4,38860,551
1/5/2011 13:54,1/5/2011 14:11,$1.00 ,26,7,4,32444,553
1/5/2011 13:55,1/5/2011 14:07,$0.00 ,22,4,1,76186,392
1/5/2011 13:55,1/5/2011 14:10,$1.00 ,11,7,4,4268,370
1/5/2011 13:55,1/5/2011 17:42,$8.00 ,24,6,2,38354,584
1/5/2011 13:56,1/5/2011 14:31,$0.00 ,23,4,1,76188,545
1/5/2011 13:56,1/5/2011 15:50,$2.00 ,23,4,1,76187,574
1/5/2011 13:58,1/5/2011 14:34,$2.00 ,11,7,4,4269,380
1/5/2011 13:58,1/5/2011 18:03,$8.00 ,24,6,2,38355,587
1/5/2011 13:59,1/5/2011 14:47,$2.00 ,24,6,2,20247,522
1/5/2011 13:59,1/5/2011 17:27,$7.00 ,24,6,2,20248,581
1/5/2011 14:00,1/5/2011 14:13,$0.00 ,23,4,1,76190,535
1/5/2011 14:00,1/5/2011 14:13,$1.00 ,24,6,2,20249,510
1/5/2011 14:00,1/5/2011 14:23,$1.00 ,25,7,4,4271,251
1/5/2011 14:00,1/5/2011 14:55,$0.00 ,23,4,1,76189,559
1/5/2011 14:00,1/5/2011 17:09,$7.00 ,11,7,4,4270,426
1/5/2011 14:01,1/5/2011 14:24,$0.00 ,22,4,1,76191,407
1/5/2011 14:02,1/5/2011 14:04,$0.00 ,26,7,4,38861,550
1/5/2011 14:02,1/5/2011 16:25,$3.00 ,23,4,1,76192,589
1/5/2011 14:03,1/5/2011 16:08,$4.00 ,26,7,4,32446,602
1/5/2011 14:03,1/5/2011 16:46,$6.00 ,26,7,4,32445,623
1/5/2011 14:04,1/5/2011 14:20,$1.00 ,26,7,4,32447,557
1/5/2011 14:05,1/5/2011 14:23,$0.00 ,22,4,1,76193,405
1/5/2011 14:05,1/5/2011 14:40,$1.00 ,46,17,2,15087,126
1/5/2011 14:05,1/5/2011 16:50,$6.00 ,26,7,4,32448,624
1/5/2011 14:06,1/5/2011 14:19,$1.00 ,28,5,5,89953,66
1/5/2011 14:06,1/5/2011 14:50,$0.00 ,22,4,1,76194,419
1/5/2011 14:08,1/5/2011 15:48,$4.00 ,27,2,6,6519,431
1/5/2011 14:10,1/5/2011 14:31,$1.00 ,26,7,4,32449,562
1/5/2011 14:10,1/5/2011 15:10,$0.00 ,23,4,1,76196,564
1/5/2011 14:10,1/5/2011 16:41,$3.00 ,22,4,1,76195,445
1/5/2011 14:11,1/5/2011 14:30,$1.00 ,11,7,4,4272,376
1/5/2011 14:11,1/5/2011 15:22,$3.00 ,24,6,2,20250,538
1/5/2011 14:11,1/5/2011 15:24,$3.00 ,24,6,2,20251,539
1/5/2011 14:12,1/5/2011 14:19,$1.00 ,26,7,4,38862,556
1/5/2011 14:12,1/5/2011 14:20,$0.00 ,23,4,1,76198,539
1/5/2011 14:12,1/5/2011 14:59,$2.00 ,26,7,4,38863,574
1/5/2011 14:12,1/5/2011 15:31,$1.00 ,23,4,1,76199,573
1/5/2011 14:12,1/5/2011 15:51,$4.00 ,27,2,6,6520,434
1/5/2011 14:13,1/5/2011 14:20,$1.00 ,43,15,1,68068,16077
1/5/2011 14:18,1/5/2011 17:08,$6.00 ,26,7,4,32451,631
1/5/2011 14:19,1/5/2011 14:40,$1.00 ,11,7,4,38864,384
1/5/2011 14:20,1/5/2011 14:22,$0.00 ,22,4,1,76201,404
1/5/2011 14:20,1/5/2011 14:32,$1.00 ,11,7,4,4273,378
1/5/2011 14:20,1/5/2011 14:38,$1.00 ,25,7,4,38865,254
1/5/2011 14:20,1/5/2011 16:38,$3.00 ,22,4,1,76200,441
1/5/2011 14:20,1/5/2011 20:19,$10.00 ,10,7,4,32452,88236
1/5/2011 14:21,1/5/2011 14:34,$1.00 ,25,7,4,38866,253
1/5/2011 14:21,1/5/2011 17:27,$7.00 ,24,6,2,20252,582
1/5/2011 14:22,1/5/2011 14:32,$1.00 ,26,7,4,32453,565
1/5/2011 14:22,1/5/2011 14:37,$1.00 ,24,6,2,20253,518
1/5/2011 14:22,1/5/2011 14:41,$1.00 ,11,7,4,4274,387
1/5/2011 14:22,1/5/2011 15:26,$2.00 ,25,7,4,38867,263
1/5/2011 14:22,1/5/2011 16:05,$4.00 ,27,2,6,6522,440
1/5/2011 14:22,1/5/2011 16:36,$5.00 ,24,6,2,38356,559
1/5/2011 14:22,1/5/2011 17:26,$6.00 ,21,8,3,25216,206
1/5/2011 14:23,1/5/2011 14:44,$1.00 ,25,7,4,38868,255
1/5/2011 14:23,1/5/2011 14:50,$1.00 ,27,2,6,6523,410
1/5/2011 14:24,1/5/2011 15:26,$0.00 ,22,4,1,76202,425
1/5/2011 14:24,1/5/2011 15:59,$3.00 ,11,7,4,4275,406
1/5/2011 14:24,1/5/2011 16:38,$5.00 ,26,7,4,32454,620
1/5/2011 14:25,1/5/2011 14:40,$1.00 ,26,7,4,32455,566
1/5/2011 14:25,1/5/2011 15:25,$0.00 ,23,4,1,76203,570
1/5/2011 14:26,1/5/2011 15:23,$2.00 ,11,7,4,4276,395
1/5/2011 14:27,1/5/2011 15:27,$0.00 ,23,4,1,76204,571
1/5/2011 14:27,1/5/2011 15:35,$3.00 ,27,2,6,6524,427
1/5/2011 14:27,1/5/2011 16:15,$2.00 ,23,4,1,76205,584
1/5/2011 14:27,1/5/2011 16:41,$5.00 ,21,8,3,25218,201
1/5/2011 14:27,1/5/2011 16:41,$5.00 ,20,8,3,25217,195
1/5/2011 14:28,1/5/2011 14:38,$1.00 ,11,7,4,4278,382
1/5/2011 14:28,1/5/2011 14:43,$1.00 ,26,7,4,32456,567
1/5/2011 14:28,1/5/2011 15:46,$3.00 ,11,7,4,4277,400
1/5/2011 14:28,1/5/2011 16:12,$2.00 ,23,4,1,76206,581
1/5/2011 14:29,1/5/2011 14:56,$0.00 ,23,4,1,76207,560
1/5/2011 14:29,1/5/2011 17:18,$6.00 ,11,7,4,4279,432
1/5/2011 14:30,1/5/2011 15:13,$0.00 ,22,4,1,76208,424
1/5/2011 14:30,1/5/2011 16:44,$5.00 ,26,7,4,32457,622
1/5/2011 14:32,1/5/2011 14:52,$1.00 ,26,7,4,32458,570
1/5/2011 14:32,1/5/2011 16:56,$5.00 ,18,8,3,25219,35545
1/5/2011 14:34,1/5/2011 15:44,$3.00 ,24,6,2,38357,544
1/5/2011 14:34,1/5/2011 17:13,$6.00 ,26,7,4,32459,632
1/5/2011 14:37,1/5/2011 15:37,$2.00 ,24,6,2,38358,543
1/5/2011 14:37,1/5/2011 16:03,$3.00 ,20,8,3,25220,183
1/5/2011 14:37,1/5/2011 20:16,$10.00 ,11,7,4,4280,437
1/5/2011 14:38,1/5/2011 14:58,$1.00 ,11,7,4,4281,391
1/5/2011 14:39,1/5/2011 15:47,$3.00 ,20,8,3,25221,177
1/5/2011 14:39,1/5/2011 15:48,$3.00 ,20,8,3,25222,178
1/5/2011 14:39,1/5/2011 16:22,$4.00 ,11,7,4,4282,412
1/5/2011 14:39,1/5/2011 16:36,$4.00 ,26,7,4,4283,618
1/5/2011 14:40,1/5/2011 16:00,$3.00 ,20,8,3,25223,182
1/5/2011 14:41,1/5/2011 15:29,$2.00 ,11,7,4,4284,397
1/5/2011 14:42,1/5/2011 15:30,$2.00 ,24,6,2,20254,540
1/5/2011 14:42,1/5/2011 16:41,$4.00 ,11,7,4,4285,416
1/5/2011 14:42,1/5/2011 17:27,$4.00 ,23,4,1,76209,610
1/5/2011 14:43,1/5/2011 15:20,$2.00 ,24,6,2,20255,537
1/5/2011 14:43,1/5/2011 16:03,$3.00 ,26,7,4,32461,599
1/5/2011 14:43,1/5/2011 16:51,$5.00 ,26,7,4,32460,626
1/5/2011 14:44,1/5/2011 15:42,$2.00 ,25,7,4,32462,268
1/5/2011 14:45,1/5/2011 16:38,$2.00 ,23,4,1,76210,595
1/5/2011 14:46,1/5/2011 15:20,$0.00 ,23,4,1,76211,567
1/5/2011 14:46,1/5/2011 15:29,$2.00 ,11,7,4,4286,396
1/5/2011 14:46,1/5/2011 15:45,$2.00 ,25,7,4,32463,272
1/5/2011 14:47,1/5/2011 15:00,$1.00 ,25,7,4,38870,257
